id,nom,latitude,longitude
20886,GARE D'AUGNY,49.070208,6.137694
20889,LIBERATION,49.061187,6.117857
20888,AUGNY MAIRIE,49.058702,6.121926
20870,CHAMPAGNE,49.041564,6.160678
20874,COIN LES CUVRY,49.033538,6.155293
20873,COIN LES CUVRY,49.033545,6.155086
20872,LA POMMERAIE,49.03343,6.162369
20871,LA POMMERAIE,49.033626,6.162012
20878,POURNOY LA CHETIVE,49.020375,6.155452
20877,POURNOY LA CHETIVE,49.020783,6.155125
20876,LE CHAVEAU,49.031998,6.150907
20875,LE CHAVEAU,49.032105,6.150964
20879,COIN SUR SEILLE,49.009076,6.159937
20740,EN FOURNIRUE,49.118008,6.178726
20741,PLACE D'ARMES,49.119321,6.175582
20098,TIGNOMONT,49.126206,6.159475
20097,TIGNOMONT,49.125884,6.159294
20099,FORT MOSELLE,49.124075,6.165021
20093,FOCH,49.120605,6.147488
20094,FOCH,49.120773,6.148538
20095,ST MARTIN,49.121739,6.151237
20096,ST MARTIN,49.121498,6.150858
20090,CASINO,49.116421,6.141448
20091,PONT DE VERDUN,49.119105,6.143872
20092,PONT DE VERDUN,49.119034,6.144262
20737,ROYALE,49.115341,6.179071
20736,ROYALE,49.115552,6.178874
20735,ST LOUIS,49.116663,6.179721
20734,ST LOUIS,49.116808,6.178356
20076,PREVILLE,49.102093,6.104476
20075,DAGA,49.136612,6.155832
20078,ARDECHE,49.101443,6.106323
20077,ARDECHE,49.101008,6.106688
20079,LORRAINE,49.102831,6.109089
20718,PETIT PARIS,49.118241,6.175291
20719,TETE D'OR,49.117314,6.177093
20070,LIBERTE,49.107329,6.116123
20071,MOULINS,49.105465,6.110442
20072,MOULINS,49.106365,6.111226
20073,MOULINS,49.106518,6.11127
20074,VIEILLES EAUX,49.10332,6.105012
20089,CASINO,49.116681,6.14098
20088,MIGETTE,49.11407,6.139107
20087,MIGETTE,49.114024,6.138556
20086,LONGEVILLE,49.112335,6.134383
20717,FABERT,49.118938,6.175497
20716,CATHEDRALE,49.119988,6.174706
20080,LORRAINE,49.102676,6.10923
20081,SCY BAS,49.108537,6.12199
20707,ST QUENTIN,49.097827,6.143301
20708,JEANNE D'ARC,49.089257,6.153446
20084,LECLERC,49.111013,6.130629
20085,LONGEVILLE,49.112734,6.135214
20082,SCY BAS,49.108351,6.120437
20083,LECLERC,49.110828,6.129677
