id,nom,latitude,longitude
20996,Salette,49.152869,6.246799
20893,Zac D'augny,49.074174,6.107641
20892,Lotissement,49.064034,6.116671
20891,Lotissement,49.063505,6.116401
20890,Liberation,49.061266,6.118074
20899,Vaux Mairie,49.093245,6.080532
20898,Val De Metz,49.09327,6.093404
20897,Val De Metz,49.093368,6.092531
20881,3  Haies,49.091342,6.119554
20883,Canonpre,49.089867,6.117141
20882,3  Haies,49.091098,6.119915
20884,Canonpre,49.089813,6.117236
20887,Augny Mairie,49.05865,6.121845
20889,Liberation,49.061187,6.117857
20888,Augny Mairie,49.058702,6.121926
20740,En Fournirue,49.118008,6.178726
20601,Papeterie,49.068538,6.146654
20600,Papeterie,49.068917,6.146973
20603,Les Clos,49.072941,6.147909
20741,Place D'armes,49.119321,6.175582
20602,Les Clos,49.073823,6.147771
20605,Garennes,49.076569,6.146633
20604,Garennes,49.076519,6.146425
20607,Grange Aux Ormes,49.080816,6.146549
20606,Grange Aux Ormes,49.080681,6.146224
20098,Tignomont,49.126206,6.159475
20097,Tignomont,49.125884,6.159294
20099,Fort Moselle,49.124075,6.165021
20093,Foch,49.120605,6.147488
20094,Foch,49.120773,6.148538
20095,St Martin,49.121739,6.151237
20096,St Martin,49.121498,6.150858
20090,Casino,49.116421,6.141448
20091,Pont De Verdun,49.119105,6.143872
20092,Pont De Verdun,49.119034,6.144262
20737,Royale,49.115341,6.179071
20736,Royale,49.115552,6.178874
20735,St Louis,49.116663,6.179721
20734,St Louis,49.116808,6.178356
20627,Pins,49.13237,6.215862
20626,Frenes,49.132278,6.211891
20629,Marronniers,49.134355,6.215341
20623,Erables,49.13245,6.205824
20625,Carrieres,49.129886,6.209666
20624,Hetres,49.132293,6.208659
20076,Preville,49.102093,6.104476
20075,Daga,49.136612,6.155832
20621,Villers L'orme,49.135127,6.206515
20078,Ardeche,49.101443,6.106323
20620,Cimetiere,49.137187,6.206023
20077,Ardeche,49.101008,6.106688
20079,Lorraine,49.102831,6.109089
20718,Petit Paris,49.118241,6.175291
20719,Tete D'or,49.117314,6.177093
20070,Liberte,49.107329,6.116123
20071,Moulins,49.105465,6.110442
20072,Moulins,49.106365,6.111226
20073,Moulins,49.106518,6.11127
20074,Vieilles Eaux,49.10332,6.105012
20619,Cimetiere,49.137146,6.205755
20618,St Julien Eglise,49.134476,6.202759
20617,St Julien Eglise,49.134357,6.202566
20616,Terres Rouges,49.129912,6.19764
20615,Terres Rouges,49.129794,6.197226
20614,St Andre,49.094818,6.157941
20613,Prevote,49.092832,6.156508
20612,Prevote,49.091624,6.155317
20611,Jeanne D'arc,49.089674,6.153626
20089,Casino,49.116681,6.14098
20610,Jeanne D'arc,49.089656,6.153652
20088,Migette,49.11407,6.139107
20087,Migette,49.114024,6.138556
20086,Longeville,49.112335,6.134383
20717,Fabert,49.118938,6.175497
20716,Cathedrale,49.119988,6.174706
20080,Lorraine,49.102676,6.10923
20081,Scy Bas,49.108537,6.12199
20707,St Quentin,49.097827,6.143301
20708,Jeanne D'arc,49.089257,6.153446
20084,Leclerc,49.111013,6.130629
20085,Longeville,49.112734,6.135214
20082,Scy Bas,49.108351,6.120437
20083,Leclerc,49.110828,6.129677
20608,Costes Et Bellonte,49.084284,6.149271
20609,Costes Et Bellonte,49.083426,6.148866
